origin,destination,mode,commodity,vehicle_or_aircraft_type,distance_km,cargo_weight_tonnes,tonne_km,cost_inr,time_hours,co2_kg,environmental_cost_inr,emission_factor_kgco2_per_tkm,base_rate_inr_per_tkm,distance_source
Delhi,Ahmedabad,Road,Coal,12-16t,1010.6,10,10106.3,18468.93,25.5,505.32,3606.94,0.05,3.1,Haversine x1.30 circuity factor (Ballou et al. 2002 / Wang & Wu 2018)
Delhi,Ahmedabad,Rail,Coal,Freight Rake,933,10,9330,7932.24,22.91,98.9,705.93,0.0106,1.36,REAL: uploaded Indian Railways dataset (train: Ashram SF Express)
Delhi,Ahmedabad,Air,Coal,Belly Cargo (Domestic),816.3,10,8162.8,74165.24,5.69,12897.2,92060.24,1.58,14.0,Haversine x1.05 (ICAO GCD-consistent methodology)
Delhi,Ahmedabad,Road,Coal,25-40t,1010.6,20,20212.6,24428.66,26.82,808.5,5771.11,0.04,2.19,Haversine x1.30 circuity factor (Ballou et al. 2002 / Wang & Wu 2018)
Delhi,Ahmedabad,Rail,Coal,Freight Rake,933,20,18660,16360.4,23.44,197.8,1411.87,0.0106,1.36,REAL: uploaded Indian Railways dataset (train: Ashram SF Express)
Delhi,Ahmedabad,Air,Coal,Belly Cargo (Domestic),816.3,20,16325.6,144862.23,5.97,25794.41,184120.48,1.58,14.0,Haversine x1.05 (ICAO GCD-consistent methodology)
Delhi,Ahmedabad,Road,Coal,>40t,1010.6,50,50531.5,61473.0,26.83,2021.26,14427.76,0.04,2.19,Haversine x1.30 circuity factor (Ballou et al. 2002 / Wang & Wu 2018)
Delhi,Ahmedabad,Rail,Coal,Freight Rake,933,50,46650,40604.54,22.21,494.49,3529.67,0.0106,1.36,REAL: uploaded Indian Railways dataset (train: Ashram SF Express)
Delhi,Ahmedabad,Air,Coal,Belly Cargo (Domestic),816.3,50,40813.9,358513.47,6.31,64486.02,460301.19,1.58,14.0,Haversine x1.05 (ICAO GCD-consistent methodology)
Delhi,Ahmedabad,Road,Cement,12-16t,1010.6,5,5053.2,8531.19,27.51,252.66,1803.47,0.05,3.1,Haversine x1.30 circuity factor (Ballou et al. 2002 / Wang & Wu 2018)
Delhi,Ahmedabad,Rail,Cement,Freight Rake,933,5,4665,3674.65,22.05,49.45,352.97,0.0106,1.36,REAL: uploaded Indian Railways dataset (train: Ashram SF Express)
Delhi,Ahmedabad,Air,Cement,Belly Cargo (Domestic),816.3,5,4081.4,31800.38,6.04,6448.6,46030.12,1.58,14.0,Haversine x1.05 (ICAO GCD-consistent methodology)
Delhi,Ahmedabad,Road,Cement,12-16t,1010.6,10,10106.3,19013.85,27.5,505.32,3606.94,0.05,3.1,Haversine x1.30 circuity factor (Ballou et al. 2002 / Wang & Wu 2018)
Delhi,Ahmedabad,Rail,Cement,Freight Rake,933,10,9330,7199.26,21.39,98.9,705.93,0.0106,1.36,REAL: uploaded Indian Railways dataset (train: Ashram SF Express)
Delhi,Ahmedabad,Air,Cement,Belly Cargo (Domestic),816.3,10,8162.8,73530.16,6.11,12897.2,92060.24,1.58,14.0,Haversine x1.05 (ICAO GCD-consistent methodology)
Delhi,Ahmedabad,Road,Cement,25-40t,1010.6,20,20212.6,25140.73,28.0,808.5,5771.11,0.04,2.19,Haversine x1.30 circuity factor (Ballou et al. 2002 / Wang & Wu 2018)
Delhi,Ahmedabad,Rail,Cement,Freight Rake,933,20,18660,14333.18,22.25,197.8,1411.87,0.0106,1.36,REAL: uploaded Indian Railways dataset (train: Ashram SF Express)
Delhi,Ahmedabad,Air,Cement,Belly Cargo (Domestic),816.3,20,16325.6,130169.85,5.84,25794.41,184120.48,1.58,14.0,Haversine x1.05 (ICAO GCD-consistent methodology)
Delhi,Ahmedabad,Road,Cement,>40t,1010.6,50,50531.5,59783.59,27.55,2021.26,14427.76,0.04,2.19,Haversine x1.30 circuity factor (Ballou et al. 2002 / Wang & Wu 2018)
Delhi,Ahmedabad,Rail,Cement,Freight Rake,933,50,46650,40442.5,22.73,494.49,3529.67,0.0106,1.36,REAL: uploaded Indian Railways dataset (train: Ashram SF Express)
Delhi,Ahmedabad,Air,Cement,Belly Cargo (Domestic),816.3,50,40813.9,318853.02,5.98,64486.02,460301.19,1.58,14.0,Haversine x1.05 (ICAO GCD-consistent methodology)
Delhi,Ahmedabad,Road,Containerized Goods,12-16t,1010.6,5,5053.2,19492.33,26.63,252.66,1803.47,0.05,3.1,Haversine x1.30 circuity factor (Ballou et al. 2002 / Wang & Wu 2018)
Delhi,Ahmedabad,Rail,Containerized Goods,Freight Rake,933,5,4665,8327.3,22.16,49.45,352.97,0.0106,1.36,REAL: uploaded Indian Railways dataset (train: Ashram SF Express)
Delhi,Ahmedabad,Air,Containerized Goods,Belly Cargo (Domestic),816.3,5,4081.4,69700.21,6.27,6448.6,46030.12,1.58,14.0,Haversine x1.05 (ICAO GCD-consistent methodology)
Delhi,Ahmedabad,Road,Containerized Goods,12-16t,1010.6,10,10106.3,37807.22,25.78,505.32,3606.94,0.05,3.1,Haversine x1.30 circuity factor (Ballou et al. 2002 / Wang & Wu 2018)
Delhi,Ahmedabad,Rail,Containerized Goods,Freight Rake,933,10,9330,16248.65,21.75,98.9,705.93,0.0106,1.36,REAL: uploaded Indian Railways dataset (train: Ashram SF Express)
Delhi,Ahmedabad,Air,Containerized Goods,Belly Cargo (Domestic),816.3,10,8162.8,148844.96,6.07,12897.2,92060.24,1.58,14.0,Haversine x1.05 (ICAO GCD-consistent methodology)
Delhi,Ahmedabad,Road,Containerized Goods,25-40t,1010.6,20,20212.6,62437.7,25.41,808.5,5771.11,0.04,2.19,Haversine x1.30 circuity factor (Ballou et al. 2002 / Wang & Wu 2018)
Delhi,Ahmedabad,Rail,Containerized Goods,Freight Rake,933,20,18660,35076.64,22.69,197.8,1411.87,0.0106,1.36,REAL: uploaded Indian Railways dataset (train: Ashram SF Express)
Delhi,Ahmedabad,Air,Containerized Goods,Belly Cargo (Domestic),816.3,20,16325.6,280231.93,6.07,25794.41,184120.48,1.58,14.0,Haversine x1.05 (ICAO GCD-consistent methodology)
Delhi,Ahmedabad,Road,Containerized Goods,>40t,1010.6,50,50531.5,147372.81,27.29,2021.26,14427.76,0.04,2.19,Haversine x1.30 circuity factor (Ballou et al. 2002 / Wang & Wu 2018)
Delhi,Ahmedabad,Rail,Containerized Goods,Freight Rake,933,50,46650,75584.37,22.57,494.49,3529.67,0.0106,1.36,REAL: uploaded Indian Railways dataset (train: Ashram SF Express)
Delhi,Ahmedabad,Air,Containerized Goods,Belly Cargo (Domestic),816.3,50,40813.9,733191.07,6.31,64486.02,460301.19,1.58,14.0,Haversine x1.05 (ICAO GCD-consistent methodology)
Delhi,Ahmedabad,Road,General Goods,12-16t,1010.6,5,5053.2,14994.93,27.52,252.66,1803.47,0.05,3.1,Haversine x1.30 circuity factor (Ballou et al. 2002 / Wang & Wu 2018)
Delhi,Ahmedabad,Rail,General Goods,Freight Rake,933,5,4665,6453.08,22.0,49.45,352.97,0.0106,1.36,REAL: uploaded Indian Railways dataset (train: Ashram SF Express)
Delhi,Ahmedabad,Air,General Goods,Belly Cargo (Domestic),816.3,5,4081.4,58700.76,6.11,6448.6,46030.12,1.58,14.0,Haversine x1.05 (ICAO GCD-consistent methodology)
Delhi,Ahmedabad,Road,General Goods,12-16t,1010.6,10,10106.3,32443.41,27.19,505.32,3606.94,0.05,3.1,Haversine x1.30 circuity factor (Ballou et al. 2002 / Wang & Wu 2018)
Delhi,Ahmedabad,Rail,General Goods,Freight Rake,933,10,9330,13011.97,23.09,98.9,705.93,0.0106,1.36,REAL: uploaded Indian Railways dataset (train: Ashram SF Express)
Delhi,Ahmedabad,Air,General Goods,Belly Cargo (Domestic),816.3,10,8162.8,117210.23,6.31,12897.2,92060.24,1.58,14.0,Haversine x1.05 (ICAO GCD-consistent methodology)
Delhi,Ahmedabad,Road,General Goods,25-40t,1010.6,20,20212.6,45561.2,25.46,808.5,5771.11,0.04,2.19,Haversine x1.30 circuity factor (Ballou et al. 2002 / Wang & Wu 2018)
Delhi,Ahmedabad,Rail,General Goods,Freight Rake,933,20,18660,25137.32,22.51,197.8,1411.87,0.0106,1.36,REAL: uploaded Indian Railways dataset (train: Ashram SF Express)
Delhi,Ahmedabad,Air,General Goods,Belly Cargo (Domestic),816.3,20,16325.6,239179.57,5.72,25794.41,184120.48,1.58,14.0,Haversine x1.05 (ICAO GCD-consistent methodology)
Delhi,Ahmedabad,Road,General Goods,>40t,1010.6,50,50531.5,106129.29,27.31,2021.26,14427.76,0.04,2.19,Haversine x1.30 circuity factor (Ballou et al. 2002 / Wang & Wu 2018)
Delhi,Ahmedabad,Rail,General Goods,Freight Rake,933,50,46650,60151.41,21.51,494.49,3529.67,0.0106,1.36,REAL: uploaded Indian Railways dataset (train: Ashram SF Express)
Delhi,Ahmedabad,Air,General Goods,Belly Cargo (Domestic),816.3,50,40813.9,575898.57,6.36,64486.02,460301.19,1.58,14.0,Haversine x1.05 (ICAO GCD-consistent methodology)
Delhi,Ahmedabad,Road,Automobile Parts,12-16t,1010.6,5,5053.2,29174.42,28.0,252.66,1803.47,0.05,3.1,Haversine x1.30 circuity factor (Ballou et al. 2002 / Wang & Wu 2018)
Delhi,Ahmedabad,Rail,Automobile Parts,Freight Rake,933,5,4665,12364.43,21.79,49.45,352.97,0.0106,1.36,REAL: uploaded Indian Railways dataset (train: Ashram SF Express)
Delhi,Ahmedabad,Air,Automobile Parts,Belly Cargo (Domestic),816.3,5,4081.4,112633.41,6.01,6448.6,46030.12,1.58,14.0,Haversine x1.05 (ICAO GCD-consistent methodology)
Delhi,Ahmedabad,Road,Automobile Parts,12-16t,1010.6,10,10106.3,61545.72,27.3,505.32,3606.94,0.05,3.1,Haversine x1.30 circuity factor (Ballou et al. 2002 / Wang & Wu 2018)
Delhi,Ahmedabad,Rail,Automobile Parts,Freight Rake,933,10,9330,22880.87,21.47,98.9,705.93,0.0106,1.36,REAL: uploaded Indian Railways dataset (train: Ashram SF Express)
Delhi,Ahmedabad,Air,Automobile Parts,Belly Cargo (Domestic),816.3,10,8162.8,231113.67,5.76,12897.2,92060.24,1.58,14.0,Haversine x1.05 (ICAO GCD-consistent methodology)
Delhi,Ahmedabad,Road,Automobile Parts,25-40t,1010.6,20,20212.6,89580.28,27.78,808.5,5771.11,0.04,2.19,Haversine x1.30 circuity factor (Ballou et al. 2002 / Wang & Wu 2018)
Delhi,Ahmedabad,Rail,Automobile Parts,Freight Rake,933,20,18660,48659.11,23.41,197.8,1411.87,0.0106,1.36,REAL: uploaded Indian Railways dataset (train: Ashram SF Express)
Delhi,Ahmedabad,Air,Automobile Parts,Belly Cargo (Domestic),816.3,20,16325.6,462597.64,6.24,25794.41,184120.48,1.58,14.0,Haversine x1.05 (ICAO GCD-consistent methodology)
Delhi,Ahmedabad,Road,Automobile Parts,>40t,1010.6,50,50531.5,199340.29,27.49,2021.26,14427.76,0.04,2.19,Haversine x1.30 circuity factor (Ballou et al. 2002 / Wang & Wu 2018)
Delhi,Ahmedabad,Rail,Automobile Parts,Freight Rake,933,50,46650,108301.58,22.42,494.49,3529.67,0.0106,1.36,REAL: uploaded Indian Railways dataset (train: Ashram SF Express)
Delhi,Ahmedabad,Air,Automobile Parts,Belly Cargo (Domestic),816.3,50,40813.9,1048088.17,6.15,64486.02,460301.19,1.58,14.0,Haversine x1.05 (ICAO GCD-consistent methodology)
Delhi,Chennai,Road,Coal,12-16t,2297.9,5,11489.7,16727.07,59.24,574.49,4100.69,0.05,2.33,Haversine x1.30 circuity factor (Ballou et al. 2002 / Wang & Wu 2018)
Delhi,Chennai,Rail,Coal,Freight Rake,2176,5,10880,9398.31,35.85,115.33,823.21,0.0106,1.36,REAL: uploaded Indian Railways dataset (train: Hazrat Nizamuddin-Chennai Duronto)
Delhi,Chennai,Air,Coal,Belly Cargo (Domestic),1856.0,5,9280.2,72326.26,7.09,14662.67,104662.13,1.58,14.0,Haversine x1.05 (ICAO GCD-consistent methodology)
Delhi,Chennai,Road,Coal,12-16t,2297.9,10,22979.5,29267.38,62.04,1148.97,8201.37,0.05,2.33,Haversine x1.30 circuity factor (Ballou et al. 2002 / Wang & Wu 2018)
Delhi,Chennai,Rail,Coal,Freight Rake,2176,10,21760,18050.15,35.76,230.66,1646.42,0.0106,1.36,REAL: uploaded Indian Railways dataset (train: Hazrat Nizamuddin-Chennai Duronto)
Delhi,Chennai,Air,Coal,Belly Cargo (Domestic),1856.0,10,18560.3,148200.16,6.94,29325.34,209324.25,1.58,14.0,Haversine x1.05 (ICAO GCD-consistent methodology)
Delhi,Chennai,Road,Coal,25-40t,2297.9,20,45958.9,53498.52,62.28,1838.36,13122.2,0.04,1.81,Haversine x1.30 circuity factor (Ballou et al. 2002 / Wang & Wu 2018)
Delhi,Chennai,Rail,Coal,Freight Rake,2176,20,43520,34617.63,34.02,461.31,3292.85,0.0106,1.36,REAL: uploaded Indian Railways dataset (train: Hazrat Nizamuddin-Chennai Duronto)
Delhi,Chennai,Air,Coal,Belly Cargo (Domestic),1856.0,20,37120.7,291278.21,7.71,58650.67,418648.51,1.58,14.0,Haversine x1.05 (ICAO GCD-consistent methodology)
Delhi,Chennai,Road,Coal,>40t,2297.9,50,114897.3,120695.6,58.38,4595.89,32805.49,0.04,1.81,Haversine x1.30 circuity factor (Ballou et al. 2002 / Wang & Wu 2018)
Delhi,Chennai,Rail,Coal,Freight Rake,2176,50,108800,83612.67,35.66,1153.28,8232.11,0.0106,1.36,REAL: uploaded Indian Railways dataset (train: Hazrat Nizamuddin-Chennai Duronto)
Delhi,Chennai,Air,Coal,Belly Cargo (Domestic),1856.0,50,92801.7,727550.01,7.28,146626.68,1046621.27,1.58,14.0,Haversine x1.05 (ICAO GCD-consistent methodology)
Delhi,Chennai,Road,Cement,12-16t,2297.9,5,11489.7,16582.66,60.72,574.49,4100.69,0.05,2.33,Haversine x1.30 circuity factor (Ballou et al. 2002 / Wang & Wu 2018)
Delhi,Chennai,Rail,Cement,Freight Rake,2176,5,10880,9495.73,34.06,115.33,823.21,0.0106,1.36,REAL: uploaded Indian Railways dataset (train: Hazrat Nizamuddin-Chennai Duronto)
Delhi,Chennai,Air,Cement,Belly Cargo (Domestic),1856.0,5,9280.2,81594.35,7.02,14662.67,104662.13,1.58,14.0,Haversine x1.05 (ICAO GCD-consistent methodology)
Delhi,Chennai,Road,Cement,12-16t,2297.9,10,22979.5,31525.79,54.7,1148.97,8201.37,0.05,2.33,Haversine x1.30 circuity factor (Ballou et al. 2002 / Wang & Wu 2018)
Delhi,Chennai,Rail,Cement,Freight Rake,2176,10,21760,17696.35,34.02,230.66,1646.42,0.0106,1.36,REAL: uploaded Indian Railways dataset (train: Hazrat Nizamuddin-Chennai Duronto)
Delhi,Chennai,Air,Cement,Belly Cargo (Domestic),1856.0,10,18560.3,169702.6,6.91,29325.34,209324.25,1.58,14.0,Haversine x1.05 (ICAO GCD-consistent methodology)
Delhi,Chennai,Road,Cement,25-40t,2297.9,20,45958.9,48537.97,57.92,1838.36,13122.2,0.04,1.81,Haversine x1.30 circuity factor (Ballou et al. 2002 / Wang & Wu 2018)
Delhi,Chennai,Rail,Cement,Freight Rake,2176,20,43520,38008.91,35.55,461.31,3292.85,0.0106,1.36,REAL: uploaded Indian Railways dataset (train: Hazrat Nizamuddin-Chennai Duronto)
Delhi,Chennai,Air,Cement,Belly Cargo (Domestic),1856.0,20,37120.7,286350.32,7.48,58650.67,418648.51,1.58,14.0,Haversine x1.05 (ICAO GCD-consistent methodology)
Delhi,Chennai,Road,Cement,>40t,2297.9,50,114897.3,125678.38,62.92,4595.89,32805.49,0.04,1.81,Haversine x1.30 circuity factor (Ballou et al. 2002 / Wang & Wu 2018)
Delhi,Chennai,Rail,Cement,Freight Rake,2176,50,108800,86628.65,33.98,1153.28,8232.11,0.0106,1.36,REAL: uploaded Indian Railways dataset (train: Hazrat Nizamuddin-Chennai Duronto)
Delhi,Chennai,Air,Cement,Belly Cargo (Domestic),1856.0,50,92801.7,729954.68,6.99,146626.68,1046621.27,1.58,14.0,Haversine x1.05 (ICAO GCD-consistent methodology)
Delhi,Chennai,Road,Containerized Goods,12-16t,2297.9,5,11489.7,36766.73,58.03,574.49,4100.69,0.05,2.33,Haversine x1.30 circuity factor (Ballou et al. 2002 / Wang & Wu 2018)
Delhi,Chennai,Rail,Containerized Goods,Freight Rake,2176,5,10880,19493.88,34.82,115.33,823.21,0.0106,1.36,REAL: uploaded Indian Railways dataset (train: Hazrat Nizamuddin-Chennai Duronto)
Delhi,Chennai,Air,Containerized Goods,Belly Cargo (Domestic),1856.0,5,9280.2,170061.52,6.9,14662.67,104662.13,1.58,14.0,Haversine x1.05 (ICAO GCD-consistent methodology)
Delhi,Chennai,Road,Containerized Goods,12-16t,2297.9,10,22979.5,72691.45,56.05,1148.97,8201.37,0.05,2.33,Haversine x1.30 circuity factor (Ballou et al. 2002 / Wang & Wu 2018)
Delhi,Chennai,Rail,Containerized Goods,Freight Rake,2176,10,21760,35723.91,34.56,230.66,1646.42,0.0106,1.36,REAL: uploaded Indian Railways dataset (train: Hazrat Nizamuddin-Chennai Duronto)
Delhi,Chennai,Air,Containerized Goods,Belly Cargo (Domestic),1856.0,10,18560.3,304854.83,7.55,29325.34,209324.25,1.58,14.0,Haversine x1.05 (ICAO GCD-consistent methodology)
Delhi,Chennai,Road,Containerized Goods,25-40t,2297.9,20,45958.9,100554.68,55.79,1838.36,13122.2,0.04,1.81,Haversine x1.30 circuity factor (Ballou et al. 2002 / Wang & Wu 2018)
Delhi,Chennai,Rail,Containerized Goods,Freight Rake,2176,20,43520,80491.65,33.74,461.31,3292.85,0.0106,1.36,REAL: uploaded Indian Railways dataset (train: Hazrat Nizamuddin-Chennai Duronto)
Delhi,Chennai,Air,Containerized Goods,Belly Cargo (Domestic),1856.0,20,37120.7,620245.23,7.67,58650.67,418648.51,1.58,14.0,Haversine x1.05 (ICAO GCD-consistent methodology)
Delhi,Chennai,Road,Containerized Goods,>40t,2297.9,50,114897.3,240474.85,61.8,4595.89,32805.49,0.04,1.81,Haversine x1.30 circuity factor (Ballou et al. 2002 / Wang & Wu 2018)
Delhi,Chennai,Rail,Containerized Goods,Freight Rake,2176,50,108800,179189.94,33.06,1153.28,8232.11,0.0106,1.36,REAL: uploaded Indian Railways dataset (train: Hazrat Nizamuddin-Chennai Duronto)
Delhi,Chennai,Air,Containerized Goods,Belly Cargo (Domestic),1856.0,50,92801.7,1585011.44,7.03,146626.68,1046621.27,1.58,14.0,Haversine x1.05 (ICAO GCD-consistent methodology)
Delhi,Chennai,Road,General Goods,12-16t,2297.9,5,11489.7,27633.42,54.01,574.49,4100.69,0.05,2.33,Haversine x1.30 circuity factor (Ballou et al. 2002 / Wang & Wu 2018)
Delhi,Chennai,Rail,General Goods,Freight Rake,2176,5,10880,13648.24,35.33,115.33,823.21,0.0106,1.36,REAL: uploaded Indian Railways dataset (train: Hazrat Nizamuddin-Chennai Duronto)
Delhi,Chennai,Air,General Goods,Belly Cargo (Domestic),1856.0,5,9280.2,123112.67,7.17,14662.67,104662.13,1.58,14.0,Haversine x1.05 (ICAO GCD-consistent methodology)
Delhi,Chennai,Road,General Goods,12-16t,2297.9,10,22979.5,50053.85,54.26,1148.97,8201.37,0.05,2.33,Haversine x1.30 circuity factor (Ballou et al. 2002 / Wang & Wu 2018)
Delhi,Chennai,Rail,General Goods,Freight Rake,2176,10,21760,30738.13,34.42,230.66,1646.42,0.0106,1.36,REAL: uploaded Indian Railways dataset (train: Hazrat Nizamuddin-Chennai Duronto)
Delhi,Chennai,Air,General Goods,Belly Cargo (Domestic),1856.0,10,18560.3,272611.72,7.3,29325.34,209324.25,1.58,14.0,Haversine x1.05 (ICAO GCD-consistent methodology)
Delhi,Chennai,Road,General Goods,25-40t,2297.9,20,45958.9,87811.08,58.57,1838.36,13122.2,0.04,1.81,Haversine x1.30 circuity factor (Ballou et al. 2002 / Wang & Wu 2018)
Delhi,Chennai,Rail,General Goods,Freight Rake,2176,20,43520,55484.96,34.35,461.31,3292.85,0.0106,1.36,REAL: uploaded Indian Railways dataset (train: Hazrat Nizamuddin-Chennai Duronto)
Delhi,Chennai,Air,General Goods,Belly Cargo (Domestic),1856.0,20,37120.7,565985.08,6.92,58650.67,418648.51,1.58,14.0,Haversine x1.05 (ICAO GCD-consistent methodology)
Delhi,Chennai,Road,General Goods,>40t,2297.9,50,114897.3,219744.4,61.88,4595.89,32805.49,0.04,1.81,Haversine x1.30 circuity factor (Ballou et al. 2002 / Wang & Wu 2018)
Delhi,Chennai,Rail,General Goods,Freight Rake,2176,50,108800,148475.85,34.19,1153.28,8232.11,0.0106,1.36,REAL: uploaded Indian Railways dataset (train: Hazrat Nizamuddin-Chennai Duronto)
Delhi,Chennai,Air,General Goods,Belly Cargo (Domestic),1856.0,50,92801.7,1419798.56,6.93,146626.68,1046621.27,1.58,14.0,Haversine x1.05 (ICAO GCD-consistent methodology)
Delhi,Chennai,Road,Automobile Parts,12-16t,2297.9,5,11489.7,49344.97,57.53,574.49,4100.69,0.05,2.33,Haversine x1.30 circuity factor (Ballou et al. 2002 / Wang & Wu 2018)
Delhi,Chennai,Rail,Automobile Parts,Freight Rake,2176,5,10880,28204.4,34.3,115.33,823.21,0.0106,1.36,REAL: uploaded Indian Railways dataset (train: Hazrat Nizamuddin-Chennai Duronto)
Delhi,Chennai,Air,Automobile Parts,Belly Cargo (Domestic),1856.0,5,9280.2,260191.81,6.95,14662.67,104662.13,1.58,14.0,Haversine x1.05 (ICAO GCD-consistent methodology)
Delhi,Chennai,Road,Automobile Parts,12-16t,2297.9,10,22979.5,90797.26,59.46,1148.97,8201.37,0.05,2.33,Haversine x1.30 circuity factor (Ballou et al. 2002 / Wang & Wu 2018)
Delhi,Chennai,Rail,Automobile Parts,Freight Rake,2176,10,21760,50971.2,33.56,230.66,1646.42,0.0106,1.36,REAL: uploaded Indian Railways dataset (train: Hazrat Nizamuddin-Chennai Duronto)
Delhi,Chennai,Air,Automobile Parts,Belly Cargo (Domestic),1856.0,10,18560.3,493773.9,7.36,29325.34,209324.25,1.58,14.0,Haversine x1.05 (ICAO GCD-consistent methodology)
Delhi,Chennai,Road,Automobile Parts,25-40t,2297.9,20,45958.9,148593.21,63.07,1838.36,13122.2,0.04,1.81,Haversine x1.30 circuity factor (Ballou et al. 2002 / Wang & Wu 2018)
Delhi,Chennai,Rail,Automobile Parts,Freight Rake,2176,20,43520,110091.13,34.17,461.31,3292.85,0.0106,1.36,REAL: uploaded Indian Railways dataset (train: Hazrat Nizamuddin-Chennai Duronto)
Delhi,Chennai,Air,Automobile Parts,Belly Cargo (Domestic),1856.0,20,37120.7,982228.25,6.97,58650.67,418648.51,1.58,14.0,Haversine x1.05 (ICAO GCD-consistent methodology)
Delhi,Chennai,Road,Automobile Parts,>40t,2297.9,50,114897.3,400476.38,61.75,4595.89,32805.49,0.04,1.81,Haversine x1.30 circuity factor (Ballou et al. 2002 / Wang & Wu 2018)
Delhi,Chennai,Rail,Automobile Parts,Freight Rake,2176,50,108800,280502.27,35.26,1153.28,8232.11,0.0106,1.36,REAL: uploaded Indian Railways dataset (train: Hazrat Nizamuddin-Chennai Duronto)
Delhi,Chennai,Air,Automobile Parts,Belly Cargo (Domestic),1856.0,50,92801.7,2511081.19,7.07,146626.68,1046621.27,1.58,14.0,Haversine x1.05 (ICAO GCD-consistent methodology)
Delhi,Bengaluru,Road,Coal,12-16t,2275.1,5,11375.7,15854.2,55.36,568.79,4060.0,0.05,2.33,Haversine x1.30 circuity factor (Ballou et al. 2002 / Wang & Wu 2018)
Delhi,Bengaluru,Rail,Coal,Freight Rake,2294,5,11470,9179.11,39.32,121.58,867.85,0.0106,1.36,REAL: uploaded Indian Railways dataset (train: Bangalore-Hazrat Nizammudin Rajdhani Express)
Delhi,Bengaluru,Air,Coal,Belly Cargo (Domestic),1837.6,5,9188.1,76389.16,6.94,14517.2,103623.79,1.58,14.0,Haversine x1.05 (ICAO GCD-consistent methodology)
Delhi,Bengaluru,Road,Coal,12-16t,2275.1,10,22751.5,31549.65,59.41,1137.57,8120.01,0.05,2.33,Haversine x1.30 circuity factor (Ballou et al. 2002 / Wang & Wu 2018)
Delhi,Bengaluru,Rail,Coal,Freight Rake,2294,10,22940,18464.85,38.13,243.16,1735.7,0.0106,1.36,REAL: uploaded Indian Railways dataset (train: Bangalore-Hazrat Nizammudin Rajdhani Express)
Delhi,Bengaluru,Air,Coal,Belly Cargo (Domestic),1837.6,10,18376.2,168534.65,6.92,29034.4,207247.58,1.58,14.0,Haversine x1.05 (ICAO GCD-consistent methodology)
Delhi,Bengaluru,Road,Coal,25-40t,2275.1,20,45503.0,53046.53,54.11,1820.12,12992.01,0.04,1.81,Haversine x1.30 circuity factor (Ballou et al. 2002 / Wang & Wu 2018)
Delhi,Bengaluru,Rail,Coal,Freight Rake,2294,20,45880,35254.94,40.44,486.33,3471.41,0.0106,1.36,REAL: uploaded Indian Railways dataset (train: Bangalore-Hazrat Nizammudin Rajdhani Express)
Delhi,Bengaluru,Air,Coal,Belly Cargo (Domestic),1837.6,20,36752.4,330156.61,7.35,58068.81,414495.15,1.58,14.0,Haversine x1.05 (ICAO GCD-consistent methodology)
Delhi,Bengaluru,Road,Coal,>40t,2275.1,50,113757.5,126514.84,58.45,4550.3,32480.03,0.04,1.81,Haversine x1.30 circuity factor (Ballou et al. 2002 / Wang & Wu 2018)
Delhi,Bengaluru,Rail,Coal,Freight Rake,2294,50,114700,91651.07,38.01,1215.82,8678.52,0.0106,1.36,REAL: uploaded Indian Railways dataset (train: Bangalore-Hazrat Nizammudin Rajdhani Express)
